user_id,favorite_category,favorite_category_share,category_entropy
AEUZHPIGXLWEQ7HW5LRYEPD3QYCQ,CDs_and_Vinyl,1.0,-0.0
AEUZZ2Q6GSSWIV2X5GQTOI2XUJXA,Digital_Music,1.0,-0.0
AEV2EMK63UIQPEHE7V3HZXDMGW4Q,Digital_Music,1.0,-0.0
AEV3ET6G66A4KXXAVUBODT3WYGJQ,Digital_Music,1.0,-0.0
AEV4DP5E3FJH6FHDLXUYQTDEQYCQ,Electronics,0.6666666666666666,0.9182958340544896
AEV4RH2G2NALLCELW4AS6XKJQWWQ,Digital_Music,1.0,-0.0
AEV5KODCW6P7ZXF66HHVTFHQ2Q7Q,Automotive,1.0,-0.0
AEV5QK5B6EOXF6DEG7V36PKN2VAQ,Digital_Music,1.0,-0.0
AEV5WMIHDLDER6LUWKR35CUNYC2A,CDs_and_Vinyl,1.0,-0.0
AEV6OD7S35KD5XSLNLRTGMVYCZPQ,Digital_Music,1.0,-0.0
AEV6OL4GLSYMDNUHS4Y4DNVFDRHQ,Cell_Phones_and_Accessories,0.8125,0.6962122601251458
AEV7BC7YTPXOYTUL5PGWWHHRURAQ,Digital_Music,1.0,-0.0
AEVAHTHGA4EH7AUBQ3QSGWOH6JHA,CDs_and_Vinyl,1.0,-0.0
AEVAKY2EMVGE4P6PXYBBAM5E5MUQ,Automotive,0.75,0.8112781244591328
AEVEA4Y4PRMWUBTOKWWDDP64YKJA,Digital_Music,1.0,-0.0
AEVIQZAAXKLCHSXFFZVGIFYRPLOA,Digital_Music,1.0,-0.0
AEVJOCON4D6LS7ECPHMMPPIKWZSA,Digital_Music,1.0,-0.0
AEVKKM4BJF266I6R5DJDNKHMSXZQ,Digital_Music,1.0,-0.0
AEVM64MVDOSEAVNMVLS7YIGL4YVA,Books,1.0,-0.0
AEVMDZ4AKB3DQM2EWRTHJIGNDFWA,Electronics,0.6666666666666666,1.2516291673878228
AEVMPQORMKIMWMBQJRKJJVXI3FIA,CDs_and_Vinyl,1.0,-0.0
AEVNDAFXEWRC47FAVNUTMEZJBD6A,Automotive,1.0,-0.0
AEVNOPF5IML6LU66W2BVPS7RJ6GA,Digital_Music,1.0,-0.0
AEVODCD523UXLDVYZL4C7H3O45DA,Automotive,1.0,-0.0
AEVPOT2DT56DGKUPPPE6XD3QZFFQ,Digital_Music,1.0,-0.0
AEVPPTMG43C6GWSR7I2UGRQN7WFQ,Electronics,0.45,1.8161327621439713
AEVQ3KP55X4XECXWMHN6DHIDBYFQ,CDs_and_Vinyl,0.6792452830188679,1.401909897758418
AEVRLY26GBFJVYM32A56BH22X4KQ,CDs_and_Vinyl,1.0,-0.0
AEVRP23ONGIWRUAPURGPAKC4PL2Q,CDs_and_Vinyl,1.0,-0.0
AEVTBGKOALRS27HUI7KEYUYPFBLQ,Digital_Music,1.0,-0.0
AEVUG7GSYKMQM6J7PVYKMIJQVN3Q,Digital_Music,1.0,-0.0
AEVVJHZUPI4AHZZX7PC4LTCKWSKA,Books,0.5,1.5
AEVWAM3YWN5URJVJIZZ6XPD2MKIA,Clothing_Shoes_and_Jewelry,0.5,1.9609640474436811
AEVYMKPLQ3G25CREYAWC347U5O4Q,Digital_Music,1.0,-0.0
AEVZVWZP3S2J57XSTFN5LPQNOONA,Clothing_Shoes_and_Jewelry,1.0,-0.0
AEW26W6ODPJ77OHPS5LBTFT64LHQ,Digital_Music,1.0,-0.0
AEW2DUEKVQCUL56PV4CXLVRIP33Q,CDs_and_Vinyl,1.0,-0.0
AEW3MTZ3PBLHELRSFI2FX2X3N3EA,Digital_Music,1.0,-0.0
AEW4CIDRC3RO33GW3GKDLONUVNAQ,Digital_Music,1.0,-0.0
AEW55ZDSPC6HOXZ2RK5MCT7OM5WQ,Clothing_Shoes_and_Jewelry,1.0,-0.0
AEW7KGZFQFB6P2YRTN6JGVR3YRLA,Electronics,0.5,1.7609640474436812
AEWFEWBJVI2YN7WAWVXSOYT5MANA,Automotive,0.3333333333333333,1.584962500721156
AEWFI6UHAUISG2JF4EPVZPBMHZYA,Cell_Phones_and_Accessories,1.0,-0.0
AEWICKS3R7L2VXI2PUR6VL64PFSA,Digital_Music,1.0,-0.0
AEWJXW46LKSW22FWTGRYTLNE7TGA,Clothing_Shoes_and_Jewelry,0.8928571428571429,0.5896261811873141
AEWK45NLQWUDXWPF76JNHPMJVZPQ,Automotive,1.0,-0.0
AEWLOQTKYUYRJ24NK4GD5CZTR7WA,Clothing_Shoes_and_Jewelry,0.9285714285714286,0.37123232664087563
AEWM5TEERH5SWKVMVCBGB4G4DOXQ,Automotive,1.0,-0.0
AEWMM6B2T7PMH5WFINUUORAHX2NA,Digital_Music,1.0,-0.0
AEWRRORE6A47AFELFU6LO6YVEYAA,Digital_Music,1.0,-0.0
AEWRZLS7FBAX3BXANLXDKVV33CCA,CDs_and_Vinyl,0.9324324324324325,0.40555893971417056
AEWTKEIDMSOZ7Z3MOOEIXYPYUCCQ,Electronics,0.6,1.3709505944546687
AEWUBEVXD7CKWOQ46K56K7BIQPBQ,Clothing_Shoes_and_Jewelry,1.0,-0.0
AEWUTB77443SWKRTRKCCROPCURCQ,Digital_Music,1.0,-0.0
AEWVHCZZINJR7NIUYCVMO2ZXLLKA,Digital_Music,1.0,-0.0
AEWWDRHCN6DGQNJBGLFAMQIQ5WHQ,Automotive,0.3333333333333333,1.584962500721156
AEWXJDZPE2MTDUQ5PV2D4IEOWZ6A,Digital_Music,1.0,-0.0
AEX2PWSLCKDKELBZ4FMOOWR4PVAA,Automotive,1.0,-0.0
AEX3CW22RUBG2EEUYSBZBMTRJSZQ,Automotive,0.5,1.0
AEX3JEM4XNO3WY27QN2LIV7EKMKA,Digital_Music,1.0,-0.0
AEX4JVEAX7V2XJNX7L6LQCX5SRZQ,Digital_Music,1.0,-0.0
AEX4MMFGEVYPOWPB4B2YFS7PIHEQ,Digital_Music,1.0,-0.0
AEX5AKK7HEVKT4CID4F6TOF2ZZIQ,Automotive,1.0,-0.0
AEX5IK5WUXIGLSWUWSNDYATYVQJA,CDs_and_Vinyl,1.0,-0.0
AEX63ECBRMOKNMAFMIVCEUP4OCBQ,Automotive,0.5,1.0
AEX7XY53RLK4CQ6MIMPU4HHZJETA,Digital_Music,1.0,-0.0
AEXAGBIZ5NEBJO6DNDVBA3ZWUIEA,Cell_Phones_and_Accessories,0.75,0.8112781244591328
AEXBIH7OOSNTF3NPJ262T4HDNXBA,Cell_Phones_and_Accessories,0.5714285714285714,0.9852281360342515
AEXC2RWTZY5DQIVSVFXGUZANKMSQ,Cell_Phones_and_Accessories,0.3333333333333333,1.584962500721156
AEXCNSFJSDS7WTO76BIOQU2GYDJA,Digital_Music,1.0,-0.0
AEXCR46DMHH6ODLFC7WCGIZGMGIQ,Digital_Music,1.0,-0.0
AEXFGERJKJ7YOSSYC2WZUKEKTFQQ,Digital_Music,1.0,-0.0
AEXFSHMGQ2PBLKTHLSQNM2IPJDKA,Digital_Music,1.0,-0.0
AEXKH3LKCCJ7NGS2JJFPR2ZBL6NA,Electronics,0.6666666666666666,1.2516291673878228
AEXL4OGPNMDFOCOE4QNUNECYWTVQ,Digital_Music,1.0,-0.0
AEXLJXLT2BECIHWJSZ5MSXA5KA5A,Digital_Music,1.0,-0.0
AEXLSPCC44BZKWJSATRFAYHOM6RA,Digital_Music,1.0,-0.0
AEXLU5BDFIRVGOD6UO3AOCG3DUXQ,Automotive,0.5,1.0
AEXOWERQXU5OCPLNACNFDF2OOI2A,Digital_Music,1.0,-0.0
AEXP4AULLRFINXRFJ3FXQDFYYOWA,Digital_Music,1.0,-0.0
AEXQTIU2YXKVYBRLFQ5WAGVURVHQ,Digital_Music,1.0,-0.0
AEXSLSUUTYLSYSRCS6Y7XDB6JXRA,Automotive,1.0,-0.0
AEXTSZOMHUDQZ46764RKBNZ2WANA,Cell_Phones_and_Accessories,0.8888888888888888,0.5032583347756457
AEXU3S7NB3EBIOJE7UKO3GAM7YJQ,Books,0.75,0.8112781244591328
AEXU3XJEKY7Y5QJXKLZMPRTDUKJA,Books,1.0,-0.0
AEXUL6NAQAAMP72AP3HDBO6HTV2A,Digital_Music,1.0,-0.0
AEXVJXJE25VDO7ZFJUEAW53S7EXQ,CDs_and_Vinyl,1.0,-0.0
AEXVNABLVTHK6EJVTY55T75OG2BQ,CDs_and_Vinyl,1.0,-0.0
AEXXE5WBAUV6CUOCLOX6TIMV7SWQ,Digital_Music,1.0,-0.0
AEXXPCM7I5YL26QCIPCCLWH37ZTQ,Digital_Music,1.0,-0.0
AEXXSUF5KNRANEPZGM5DXTIALMCA,Digital_Music,1.0,-0.0
AEXYAYKO4JSMM7ALG7YY3P67FXVQ,CDs_and_Vinyl,1.0,-0.0
AEXZPE56DTET42XXA6WBD6CM5QYA,Digital_Music,1.0,-0.0
AEY34JINUYPHCTN23PNXPOIVSYYA,Digital_Music,1.0,-0.0
AEY3HV4GQHTLLILTSS66CH2IHMYA,Digital_Music,1.0,-0.0
AEY4AK73HCLNM5ITQ6O2GOMNTJEQ,CDs_and_Vinyl,1.0,-0.0
AEY5COTUP2BYV73ZRNKJF2V4BPKQ,Automotive,0.8,0.7219280948873623
AEYBVVQQXS7RRXDJMOHMPBHSYOKQ,Digital_Music,1.0,-0.0
AEYC3IF4CTBVTGN4ZCCUJ2E5XDHQ,CDs_and_Vinyl,1.0,-0.0
AEYCJLZHSNAWFO7IKKERBKF2VD5A,Books,1.0,-0.0
AEYE3LSUHQEX6BWG224MKVXX6XZQ,CDs_and_Vinyl,1.0,-0.0
AEYENTSV6LFPRW3LTBBMPYBE7MOA,Digital_Music,1.0,-0.0
AEYEP6B5W5QBNMM4OBQBQJDJ63SA,Clothing_Shoes_and_Jewelry,0.6111111111111112,1.6113834567195195
AEYF3VOKNL6HLCREFCY7NVBT6AGQ,Digital_Music,1.0,-0.0
AEYFGA6BGU6ES546ZKBPE3BTOYXA,Digital_Music,1.0,-0.0
AEYFKTGX5FA2VGTPWTCVCHASEILA,Digital_Music,1.0,-0.0
AEYFU5FQAJYXFREC4KHQ34EGZ3LQ,Clothing_Shoes_and_Jewelry,0.5625,1.3663146570363986
AEYG5QTSA6SYIEQQ3XUQMD24MKDQ,Digital_Music,1.0,-0.0
AEYGPUCRKH7G4VM22FM3VAKSQ23Q,Cell_Phones_and_Accessories,0.6428571428571429,0.9402859586706311
AEYH6Z3S7QBUIKSHO4KYSEG7KW2Q,Digital_Music,1.0,-0.0
AEYHRAG6COXKW264KLLBSWBS46KA,Digital_Music,1.0,-0.0
AEYHSQDKAXT5R4X7VMYN4PBX2GGQ,CDs_and_Vinyl,1.0,-0.0
AEYJRJO4IKZUQ4ODRRTYX4247YTQ,Digital_Music,1.0,-0.0
AEYL33RQMQHQNHXTTQQNYFMZUB3A,Digital_Music,1.0,-0.0
AEYL4ZM2I6F6JZAMXCI6WINOA4WA,Digital_Music,1.0,-0.0
AEYMB2E6ZE25CVWQI6OAPB6YEXQA,Automotive,1.0,-0.0
AEYORY2AVPMCPDV57CE337YU5LXA,Clothing_Shoes_and_Jewelry,0.8636363636363636,0.6998578570269279
AEYPHXPE4VADDYCCOHPQTQQ4EM6A,Automotive,0.5,1.0
AEYPQ5NLVMRSU6GSY5EAMXWPP4QQ,Cell_Phones_and_Accessories,1.0,-0.0
AEYQIINOZ5VGN62ICPB4ZYELPG3Q,Digital_Music,1.0,-0.0
AEYRK6RHCYZHAXVBEH5UNZ3RB5JQ,Digital_Music,1.0,-0.0
AEYS7TG2WOZAB7NLRVGTM5XZIG3Q,Clothing_Shoes_and_Jewelry,0.5714285714285714,1.41379956460568
AEYVXZF5TQB7IGLLS3HJTDWLSKJQ,Books,0.9767441860465116,0.15935006268563445
AEYWRSMAMVW72QURZWK72VSR5YOA,Digital_Music,1.0,-0.0
AEYWSCGUMTGKVHT7K5XYCNGWRNGQ,Digital_Music,1.0,-0.0
AEYX74AR7OK76BHNNFV2LIFZMTAA,Digital_Music,1.0,-0.0
AEYXN35M6FE2CW34QVC64ULRRJVA,Digital_Music,1.0,-0.0
AEYZSTV3DHQEGC3WSCUDBLDSC22Q,Automotive,0.5,1.0
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,Books,0.7375886524822695,1.1041195563984252
AEZ2QFCLVDLNVB6VTDYNBB4ZNL5A,Digital_Music,1.0,-0.0
AEZ3V2ML2S5NJ63MVVZZSXYQ343A,Digital_Music,1.0,-0.0
AEZ5CUACQP3PLOTXO4TUVLB5LKNQ,Digital_Music,1.0,-0.0
AEZ5SFMDJRYHJUGJN2MGWRMPVOKQ,Books,0.5,1.0
AEZ5XIOVMGBSCLVM5CHARW5OMU7Q,Digital_Music,1.0,-0.0
AEZBUIRYRO7JFUJIFNSMJKJKJELQ,Digital_Music,1.0,-0.0
AEZCSRJ7EQFX2SJFITNKUPBXXK7Q,Digital_Music,1.0,-0.0
AEZEX27LZPWQFTTDLHBSKPPEUDAQ,Cell_Phones_and_Accessories,1.0,-0.0
AEZF5CELBZSSHED4KXU5YM2R2MTA,Digital_Music,1.0,-0.0
AEZFLP5KAJG42V4QRVLQHR5DVSQA,Cell_Phones_and_Accessories,1.0,-0.0
AEZFTFYREPX7QL5CTF7WFTFZHBKQ,CDs_and_Vinyl,0.6666666666666666,0.9182958340544896
AEZGPLOYTSAPR3DHZKKXEFPAXUAA,Cell_Phones_and_Accessories,0.5,1.0
AEZGSGN6BHOOVUDJ57MB53S4HUEA,Books,0.5,1.0
AEZHVVKEZAY6MAP5WA62MAYTMHWQ,Automotive,0.8125,0.8683927290103626
AEZI7NA3EMYGPYD3MS4SWWHWZW4Q,Digital_Music,1.0,-0.0
AEZIW242EBVLBV24LA7FKYVN7YUQ,Digital_Music,1.0,-0.0
AEZJ2TU2SLZEDP2YXEM7UHTLM6EA,Cell_Phones_and_Accessories,1.0,-0.0
AEZJHOQMLIRXKDFFG4RXVHETGNTA,Digital_Music,1.0,-0.0
AEZL73IHSBRHJJGQCNB7XGND45YA,Digital_Music,1.0,-0.0
AEZLBRKZYY5DLFUT63H24QIWAGAQ,Digital_Music,1.0,-0.0
AEZPSUTSRD46AS7M5LLHH4VAXTYQ,Digital_Music,1.0,-0.0
AEZPSXZOZJJ3FLI44VFWMQPEVKIQ,Digital_Music,1.0,-0.0
AEZQZ4AQUPQGFY756EGVKOLSYSSA,Cell_Phones_and_Accessories,0.5,1.5
AEZRDTTMTVKCV7BMDR3L23XHL2MA,Digital_Music,1.0,-0.0
AEZS2SS4IRBQHZXF2CIYNLBCWFRA,Digital_Music,1.0,-0.0
AEZSZS7UV44CAJJR5FNEM4DZCWTQ,Cell_Phones_and_Accessories,0.75,1.061278124459133
AEZTMBIGAP4U5F4RV6IP2PKCAK3A,Digital_Music,1.0,-0.0
AEZUJSZ3B7OAOVCSMZPINNW3QH3A,Cell_Phones_and_Accessories,1.0,-0.0
AEZUVWEZSOU7UOSVRGWGBTVGUDMQ,Automotive,1.0,-0.0
AEZV3WDCDM6V4CJMN222D52REYYA,Cell_Phones_and_Accessories,1.0,-0.0
AEZVUXKR7JINGI3OTHRBMUIEXHNQ,Digital_Music,1.0,-0.0
AEZW66K7OTLPXBNRLWZDTMUE7Z5Q,Digital_Music,1.0,-0.0
AEZW74DBPW64H5IYA22DX7U7YRIQ,Digital_Music,1.0,-0.0
AEZWSCRCKA7TSIPCA3TQKJHD3IOA,Digital_Music,1.0,-0.0
AEZWYIPD2D6ENPX6DHU2YE43W3HA,Digital_Music,1.0,-0.0
AEZZLU5EI7CTR5VR2IOBYDNOUUEQ,Cell_Phones_and_Accessories,1.0,-0.0
AF2222CTSX55SOYTJNGBL6SINXYQ,Digital_Music,1.0,-0.0
AF224BZVIYKHVGJGPKGC3UAVTLQQ,Automotive,1.0,-0.0
AF227ZORVJNXGFF6UFK23IYWE7AA,Books,0.42105263157894735,1.4713544870139295
AF232QQ7UDHGQOVR6LZ3X7ZVQ3ZA,Clothing_Shoes_and_Jewelry,0.7272727272727273,1.0957952550009336
AF24UDV5GTGYDPK3G35ZFFQIUUKA,Electronics,0.625,1.2987949406953985
AF25TIK64YJ22WQVIZYHTNGHVXFQ,Digital_Music,1.0,-0.0
AF25UMM5L3RFKFFJCQWFYH4DWM7A,CDs_and_Vinyl,1.0,-0.0
AF26DD2NW2ZPTOXHDCQTSWOVLFDQ,Automotive,1.0,-0.0
AF2BLE54TEMGZ546U763ZHZRXC4A,Digital_Music,1.0,-0.0
AF2BS5OQPNYMNHSCV2IC44G6U3LA,Digital_Music,1.0,-0.0
AF2BVDDULOEERJOYWTJZS5ORPQSA,CDs_and_Vinyl,1.0,-0.0
AF2ESHQEKVEOLZEA24FOE3NIDXLQ,Digital_Music,1.0,-0.0
AF2FPW2AJZGXQGM6KQDTHTOL7E5Q,Clothing_Shoes_and_Jewelry,0.6666666666666666,0.9182958340544896
AF2FTNKCY6XY67BKBUO4BNJRZ4XQ,Clothing_Shoes_and_Jewelry,0.5294117647058824,1.6589797521242051
AF2G3CTO4O7HQFR2MVG4TF7HZTAA,Automotive,1.0,-0.0
AF2GBJ4UJOOCTEG6LEXGDPG2VUJA,Digital_Music,1.0,-0.0
AF2K6NRRABAJOLWLM4BPSCIKVQJA,Digital_Music,1.0,-0.0
AF2KUNPWY3XXWEEPG66BB4EMZT4A,Digital_Music,1.0,-0.0
AF2LIH5TPYYGODLRYOCZ56D5TDKA,Digital_Music,1.0,-0.0
AF2M7VDNKO376XFGMQZ7OUVSWR2Q,Digital_Music,1.0,-0.0
AF2NCCWGOA6IWAN6745E2SOIKFOQ,Digital_Music,1.0,-0.0
AF2O4GMP7Z6ZV7WZGJM5MGT27GAA,Digital_Music,1.0,-0.0
AF2PS4EFHEZRHLI4FXKA6LYR3WFQ,Digital_Music,1.0,-0.0
AF2T7NQ5S7SVEBHC7VGY23KZGQDA,Electronics,1.0,-0.0
AF2TK6ORPJPQH2TBE4PKEA7DCX2Q,Automotive,0.6666666666666666,0.9182958340544896
AF2TS3KEYKELC73VSUTRGAE44FQQ,Digital_Music,1.0,-0.0
AF2VTDKGOBVINTPJH5IVAJRKDEPQ,Books,1.0,-0.0
AF2WT5HLSFDRZLZXCMBQL4DT2FBQ,Digital_Music,1.0,-0.0
AF2Y4ZTHLJB72VUEMDRQAJDLJI3A,Cell_Phones_and_Accessories,1.0,-0.0
AF2YDVBOVLWP3WP2GEE6AZD7LPUQ,Cell_Phones_and_Accessories,0.75,0.8112781244591328
AF2YVVF5EWP7SJJNCB2H32FMMDGQ,Digital_Music,1.0,-0.0
AF2YXQVXC5KE672X6PWMHE4GXH4Q,Digital_Music,1.0,-0.0
AF2ZMVLJAQX3WLS5HD6646QZI2NQ,Digital_Music,1.0,-0.0
AF32UU33D7ADPI2NFMDV36P2TM4Q,Cell_Phones_and_Accessories,1.0,-0.0
AF33JZMEOPNR5RROTLPJA3VG43CA,Digital_Music,1.0,-0.0
AF35BGUUHLK3335IM3G5GXGXOQRQ,Cell_Phones_and_Accessories,1.0,-0.0
AF364RSCZMTAEVX533SS37L7G4OQ,Digital_Music,1.0,-0.0
AF37HETXCNPLIXJRMMYWVDLI4QBQ,Automotive,0.4,1.5219280948873621
AF3CK4ESKOD65RAC23OSFQNTP5KQ,Cell_Phones_and_Accessories,1.0,-0.0
AF3D3R7EJKCATWRQYAJPKAOGNAXA,CDs_and_Vinyl,1.0,-0.0
AF3EZS3KE4ERLKYHQ3Y324EBQEIQ,Books,1.0,-0.0
AF3FH5H3IEN5GCFHRPJ2BV3BW3SQ,Digital_Music,1.0,-0.0
AF3GHL7OXSMBHL2WASZUJ3SURYSA,CDs_and_Vinyl,1.0,-0.0
AF3GYVKFGZ4R24UB5N42W4PVKY6A,Digital_Music,1.0,-0.0
AF3HNAQK2URNEBAZQCRZGSPBU5FQ,Books,0.8518518518518519,0.8274087988556427
AF3IELI63FDNLEAGV2I6KYJ2LXFA,Cell_Phones_and_Accessories,0.75,0.8112781244591328
AF3IUNTQXWHOFUPEA5GHRTLFUK2Q,Digital_Music,1.0,-0.0
AF3LBRZERHYKJUAXLP4UYNQFOD3Q,CDs_and_Vinyl,1.0,-0.0
AF3LZY7Q2FOIBJUBFW3LEANBVOQA,Cell_Phones_and_Accessories,0.6666666666666666,0.9182958340544896
AF3MCWIU26SI5GDS4Y7BOYRIMCMA,Digital_Music,1.0,-0.0
AF3QKQDBPOQRR3YKMXXVW5CHWFMA,Digital_Music,1.0,-0.0
AF3SS2K7HDO7SLEMONGZ6KEYPL7A,Digital_Music,1.0,-0.0
AF3UFP5D6EA7XVCAAWSF7IS7T3MQ,Digital_Music,1.0,-0.0
AF3XGVFJGJKRVHB3YCCVOJTPKZIQ,Digital_Music,1.0,-0.0
AF3XN2CMS7TNB4PPCD7XRRCWB6YQ,Digital_Music,1.0,-0.0
AF3YB4B5S7TMESAOQL43JYWL4FOA,Digital_Music,1.0,-0.0
AF3YUNGL3RAJWRNOI4UNSPY76VQQ,Books,1.0,-0.0
AF3ZRKX34AGQNZ2MPMFKPQ2X2ZNQ,Digital_Music,1.0,-0.0
AF43PJH7OJ6557NMXAAP5CRLDNGQ,Clothing_Shoes_and_Jewelry,1.0,-0.0
AF46PQQYVBOILGKBR4SKP7VJNOCA,Digital_Music,1.0,-0.0
AF4BD6HDGEAYGFGPYWMXFUPBXVXA,Cell_Phones_and_Accessories,0.6666666666666666,0.9182958340544896
AF4BN5IK6HUEXLPTUULD22TGEFOQ,Digital_Music,1.0,-0.0
AF4BOHAQZZBMDYP7B6IWIKQNHTCA,Automotive,0.5,1.4591479170272446
AF4CEMXNWUBPEGBGXOH3ZZP2T4YA,Digital_Music,1.0,-0.0
AF4CL5VBGKUR5FSP4FMLWT3ZWMSQ,Digital_Music,1.0,-0.0
AF4EKXYDG4OWBDAS7NXUGSG6IY3Q,Digital_Music,1.0,-0.0
AF4FLIUFGWPFLQQEBEIFQHGERKRA,Automotive,1.0,-0.0
AF4G5OBISHGTROXGK76JLBIKHSUQ,Digital_Music,1.0,-0.0
AF4GFATVLGDPUMYVAWU6N3ULQEPA,Automotive,1.0,-0.0
AF4IKJMS4TPSLWTXBJHRJ542XQAA,Books,0.4375,1.7961796919474975
AF4JBSDXHIXSJOPQAL5FK4PJPGTQ,Cell_Phones_and_Accessories,1.0,-0.0
AF4KGFYH26KERCGL7IO2KQKJM2SQ,Clothing_Shoes_and_Jewelry,0.5833333333333334,1.2806721295208872
AF4NIQPIZQ3S3G6KEVQW33DNHZSQ,Automotive,0.6666666666666666,0.9182958340544896
AF4O6U23HTVGGKWAKWXIWF6ZW7CA,Digital_Music,1.0,-0.0
AF4OI5F4QGCITNUT7YUMI344RJDA,Automotive,1.0,-0.0
AF4OMOFLB27YNVHNR5CIHJM77UEA,Electronics,1.0,-0.0
AF4SXU4676UWMQQSX2GKHHFBBT6Q,Automotive,1.0,-0.0
AF4TOFX7CQ2YAG5WM3PCCPKHH3FQ,Digital_Music,1.0,-0.0
AF4VEZGRGAT75ZVAOR4KRNDMZIBQ,Books,0.4,1.9219280948873623
AF4VFAAC7R62GKNCONMXAWNTSSSA,Digital_Music,1.0,-0.0
AF4WLLHTQLRPEZ33OJDYG23MFLKQ,Automotive,0.5789473684210527,0.9819407868640977
AF4WPFKHHNUEKY2I7TJ6GR4YJ3KA,Automotive,0.5,1.0
AF4WXF7NIDXZCB23OODOMCQR2WKA,Digital_Music,1.0,-0.0
AF4XAUOI5XPGWHCPOTORKBIJSRDA,Automotive,0.42857142857142855,1.5306189948485174
AF4XFLPD67HYHE2UGJTWV2IU7BDA,Automotive,1.0,-0.0
AF4XMOHDXFRANNUJW3JMI4MYGEPQ,Cell_Phones_and_Accessories,1.0,-0.0
AF4XPHIAAWI536Y7GHFBFCV7SQ3Q,Digital_Music,1.0,-0.0
AF4Y2O5Z4P7JZPXUQSR62VAP2I3Q,Cell_Phones_and_Accessories,1.0,-0.0
AF4ZJVB5TJEJP4UTBLGGJTUDRGSA,Automotive,1.0,-0.0
AF56CJJC4GXQYWFTX7EIBYWV4KQQ,CDs_and_Vinyl,1.0,-0.0
AF5BBJOFGZN6OU7SFABYJT7YAHBA,Digital_Music,1.0,-0.0
AF5C5KSGB7FPNFY3B2F46AX5BRZQ,Clothing_Shoes_and_Jewelry,0.625,0.954434002924965
AF5DDQZBNB2UEWU6IZF7VELJQJGA,Automotive,0.6,0.9709505944546686
AF5HQITKATBZWSKQ5BXEKW4CK4HA,Digital_Music,1.0,-0.0
AF5JU3VCZM2XNQAN6T7NFJEENENA,Digital_Music,1.0,-0.0
AF5KFHNT3TQJ2GNSE3FCDFQOBICA,Electronics,1.0,-0.0
AF5KHOHRF2PHDZVWJSYAVFUD7C2A,Cell_Phones_and_Accessories,1.0,-0.0
AF5KLMIXJ6ISU7NAPIEP57SE62NA,Automotive,1.0,-0.0
AF5KVQC7THWPXYVICOES6BMHNZSQ,Digital_Music,1.0,-0.0
AF5LBIWMZJFNZ4AIKDAJSL5S6TEQ,Digital_Music,1.0,-0.0
AF5MJENGAL5G6BUFIVMH5LRSZ6EA,Books,0.9230769230769231,0.39124356362925566
AF5ONT5E32WV45KAMQSUT43IPXOQ,Digital_Music,1.0,-0.0
AF5OX5OJ2IFYUMGEETNMMIKITRKA,Digital_Music,1.0,-0.0
AF5PN3FPG5Z66P7Z7UWL56D6CGMA,Cell_Phones_and_Accessories,0.8,0.7219280948873623
AF5PSFCS64I5CGSNI5Z5CJJB4QEA,CDs_and_Vinyl,1.0,-0.0
AF5SRI2Z6Y2F4OBEEPUQ7RMPFIIA,Digital_Music,1.0,-0.0
AF5WQNTBQKV7QBBKRBQ7N5M3TDXQ,Digital_Music,1.0,-0.0
AF5WTPC7OZF45HXB5J2V3L4CLVEA,Automotive,1.0,-0.0
AF5YGFIDUL4PVHGLOLLCE2ZOZSCA,CDs_and_Vinyl,1.0,-0.0
AF5Z2RWMKZOTVIXDTOTYJKVJ7G2A,Books,0.5,1.4056390622295665
AF5Z7T3SAFEAVEQALVC75JIFNTGA,Digital_Music,1.0,-0.0
AF5ZPPZA6HEYRFCBJYWVCTZJOUMA,Digital_Music,1.0,-0.0
AF62AEIOEKVHHD4XH2ID7PXWB7AQ,Digital_Music,1.0,-0.0
AF63IMM5Z4WG32KOGDHDC32EWE3A,CDs_and_Vinyl,1.0,-0.0
AF63JIAC77OVDXQA7KFM5FEZJR5A,Digital_Music,1.0,-0.0
AF63NWLQNHWRWRCTECW5D46FTZTA,Digital_Music,1.0,-0.0
AF63SFHHIMHVF6TDVLBSAEVEUYMQ,Digital_Music,1.0,-0.0
AF654EU2AS2ZMYMT4DM5ZCA2WJ7A,Electronics,0.6666666666666666,0.9182958340544896
AF65L4YYZQHLPDL6VKUEOUKKJ3ZA,Electronics,1.0,-0.0
AF67PYI2JFGZ7SZZOOWPTIWBZW5A,Digital_Music,1.0,-0.0
AF6AJODJRJ4VMXE55IRLXKMUAXSQ,Cell_Phones_and_Accessories,0.5,1.4056390622295665
AF6AK5OVE22L55JHPJZITX5SFAUQ,CDs_and_Vinyl,1.0,-0.0
AF6AP3BHDLCYBCYNIH752RMQUC3A,Cell_Phones_and_Accessories,1.0,-0.0
AF6ATWNWHV5O53ECWO3WXEFTZ6FA,Digital_Music,1.0,-0.0
AF6CIVHLLNSTQDVHUSNDCLT4UXNQ,Automotive,0.3333333333333333,1.584962500721156
AF6COLVCUDL5WZZMOBHMCNCBQMEA,Cell_Phones_and_Accessories,1.0,-0.0
AF6JERHUB6IQWBPOG6XOKIUYI3VQ,Digital_Music,1.0,-0.0
AF6KOXEH5SDNBKOTRIWUZ4FYX3FQ,Digital_Music,1.0,-0.0
AF6KU2PB4NMUREATJUXXGKEAO3QA,Digital_Music,1.0,-0.0
