user_id,nb_interactions,nb_products,recency_days
AEICZD35OTDYVWA2KPYWN4PDZ2SA,31,31,263
AEIDW75IESCBYRJYZIKNX4GNP4SA,1,1,936
AEIF7UX2DWY4ZIRO25IWJJ365LXA,2,2,1437
AEIGRGVLTJ7L2JUMK4Z3KIPYKAHA,2,2,356
AEIGX3ZZPJ5GS5RO4GZBHQ5Q74UQ,2,2,2840
AEIGY6NRAYI32OI7KCWPVBTOALOA,1,1,1383
AEIGYISHUVYNO26IKKNXZXFQB5EA,3,3,428
AEIH3AMKQZJ73QGAIUCQP3ETXQBA,1,1,3678
AEIHLBFJPJBTWEC3LJIH5KROMKIA,1,1,2494
AEIHN6JDLYL2QYCAOCBVEUPHU5EA,5,5,1643
AEIIADPXUMFT4KJEZQUOZVZ67S5Q,1,1,3518
AEILAYRBJMWGZQVLMC7DPKIUHONA,1,1,3083
AEILPIBTEKFOQMYZQIK4E4OCSPQQ,1,1,2891
AEIMJ5XEUIE4TKJLGSZYNNKB2WDQ,3,3,187
AEIMOPTX5EHGZ6QH63SV6JC4NFWA,2,2,2466
AEINWALDRYT4NTF3M5NC2WZ5YQNA,19,19,297
AEINY4XOINMMJCK5GZ3M6MMHBN6A,15,15,1191
AEIOIVFNO6QX7OYOJNPRKQEWMPGA,13,13,994
AEIOQSYE7AR5XVS3CO6TZ4QANEYQ,2,2,445
AEIPJBAN7A55Q5DFFPZSR2UV3OKA,61,61,1
AEIPNIBAH57OX4JUN7ALQ2KHOCSA,1,1,5143
AEIPXVWUORGDX3K3WFJQQ3CFLUOQ,13,13,976
AEIQLBQJ7NYHYTTAKDWNYDA2KPUA,1,1,2412
AEIQOTBKJLPPRN5B5N5L2KYETMUQ,1,1,717
AEITH2MBDGMCSAZSBNAYOEBOJXFA,16,16,1139
AEIUTZ7WEUAE4PXZWRQ36A3WXTUQ,3,3,3145
AEIVH65KEDKZYV3X7DYNMLV3JMWQ,9,9,217
AEIWUHIAO3RVQNHZDBKS23RPPITA,1,1,2717
AEIXGM25ZUYR34ZF7MZHFM4X235A,6,6,1000
AEIXZKAPMY7JHPXOSOKOGUIWB3FA,1,1,1802
AEIY2WXJWZJSCUMR7S4F3AALGPEQ,16,16,887
AEJ25XDPPY4TYXUWSWH7PPDDXLTQ,1,1,3054
AEJ2JQSEPTDNRU6TKQYZOUS6Y6PQ,1,1,861
AEJ2WQIK4TFJG27TFJGMKIVLG5RA,9,9,530
AEJ3ZPLHBSZNN3HI7PXQ4DPB2GHA,1,1,188
AEJ563ZCQKBBRT7GNADPR2TLHQVA,1,1,395
AEJ5NE6A3HGBRNPPEBB4HTRD4I4A,1,1,1447
AEJ6TOA4Y75KHGGRCTF5LENP7BCQ,2,2,4095
AEJ7MGTSJ6ICFUTZIAMMCNLF7USA,1,1,2611
AEJ7YMLHCINPAGLKM5AS45NZW7SQ,17,17,41
AEJB7HLH4CO5HXANXOW77PCK7ZLQ,7,7,1434
AEJCASB623TCR2SO7XWSO2QONVDQ,1,1,1924
AEJCZMZPJOCWGDGWWU4B7H6T3JLA,1,1,2168
AEJD6NWO3U6S7EK67S2WFRWAZNFQ,2,2,2461
AEJDETWITK2KGACH7FUBMY33PPSQ,19,19,20
AEJEC5WS5UPWGWFR632NMKWPC4JQ,3,3,2189
AEJELM2NWMU4Q7UR3LGXNRNEJNJA,1,1,155
AEJFVYFSNMS3W2E6CXIOUYBQMXHQ,1,1,2347
AEJHWKSFUXVUJDKTVYRAYJSQY56A,2,2,1167
AEJJBO3HBAJW2PSPBFG7I55U5P2Q,6,6,2626
AEJJLKAKGDDUIFKEQ2IMVUNFAOFQ,1,1,2262
AEJMHUQU7JTHFVITVQZHM4J7ZLMQ,1,1,2734
AEJMZY5P5J2IHCQYUPLG65SXEIWQ,1,1,2213
AEJNMJ7NA4XNRSTTEJ52FJFETOZQ,1,1,345
AEJOF7IWCXUQQJGQ6VZGRDX3HGKA,1,1,3061
AEJOR7ZML2STBFQCQK67IT6V3TJQ,1,1,2729
AEJP7A3GXD5XEWGVBCVLTXDYQ7TA,1,1,3552
AEJSXWZSXH5DHNIYBMRZT5GNNQBQ,7,7,1114
AEJU5Q7MZJAN6ZIX654NO5MRRZGA,1,1,3752
AEJUHOQNHKVHS5AZHFGBBVTL5ZWQ,2,2,173
AEJWQQYYOFNDGPKXLXJPNBTQLCAA,6,6,967
AEJWRL3HXNGAG3AUIUHJJAEKHLVQ,4,4,2247
AEJYA5LGNF4GHHMJN3ETNHVQVYCQ,1,1,645
AEJYNAKWXNLK4SJ4ONNNWSKR5ZEA,1,1,3214
AEJYSBLZXMZDV5MQTEVVDPNO3E3Q,1,1,3405
AEK27DQ54G7PIWW627UHT72TFX4A,2,2,3697
AEK2YVDVWRTYRJON43H3LAHXEKWA,1,1,2447
AEK2YXIWF6TTZJERHSQ763RSDH4Q,1,1,259
AEK3U3CM7AC6GQNNIHXYCSMRR27Q,1,1,842
AEK47COZQC6JRI5BZ3JHMU5YAYHQ,1,1,3437
AEK5WJEU2LSII2N5GJUTZVA3IVLQ,1,1,1186
AEK5YA5R765XMSVNPKNNHKVEWQZA,1,1,2154
AEK7FJP2TQNK77ZX6LJQ6IBPWHWA,1,1,1439
AEKAQ5SHLEIE44SA3WXLLKD4RJVA,14,14,343
AEKBJYBZJEJPZUWDV7T6XXGP5NBA,4,4,292
AEKCPCESH56P72UAR4LSGD4SI3HQ,1,1,3983
AEKDBTFNYMXQ5RICBETO7ITBA5MQ,1,1,3249
AEKDF2ANHCJWJQSPSMPV5TNTNZJA,2,2,548
AEKDJKA3HG4AFRUGCJJWRVY36GAA,1,1,1355
AEKEN3WITS4ZEJ7ZIISGJDZYJB3Q,1,1,0
AEKFUKXNCDKDUBBXXIJT7AB5PSXQ,1,1,2125
AEKG47U2ZSDWCBQWO2CYJJOHGEBQ,1,1,2390
AEKGBJHGLLCKCRL3KMFZ4JUKVNSQ,1,1,2762
AEKGKIVFGW2WZYIO5SIHE3FGMSEQ,1,1,2491
AEKGR2L7VVF3FBTVTSXAVOLLO7LQ,1,1,2742
AEKGSFZEDDBFIM47F4U4L4Z5BIUQ,1,1,2895
AEKGZEMCO4GRDHPCCXYMNBG3UEGA,4,4,133
AEKHXAWYHXDKLBNGSOQZTDTAZ4OQ,2,2,287
AEKKEUY422QHRJH7EAPZ2M7SONNQ,1,1,564
AEKL7JVPBMNHJYRFJYM6TSXJJ77Q,2,2,2204
AEKLOBM6NGXTGN2E7GIC6RHPIBNQ,1,1,2505
AEKLS7IGU7RQ4PDKDFT2SLRSK6YA,1,1,423
AEKLWIFD6GVHWJKIC4QDCDYRNYKQ,2,2,1422
AEKN6BLZOYHOCQOCJIK2EUYSDBXA,1,1,1389
AEKNJE46MRYTOXI6NMJTY3OCS43A,1,1,2685
AEKOQRDUY64SGH4PONBFTSIM2I2Q,1,1,2503
AEKQYZ6FHKPNGUAVBVUMVRZJH2JA,1,1,842
AEKRTKDK3T3RUS66YXKIPW5XMPCQ,1,1,3483
AEKT3R36QZ4BVGFLSWHSB7VNJGRQ,1,1,3229
AEKT7BTLG356MDAHI2QHQPZZKAZQ,1,1,1791
AEKTMB3EI77WTGE23SJRDV7MQPUA,1,1,1350
AEKVB56HCCWJMD24WXYMJDG5CKZA,1,1,689
AEKWGLTUB5NYQ5X3EI3R2M5ZKWEQ,3,3,1393
AEKX4SZQMLFZZ7YX5YY425HHMQAA,2,2,292
AEL3JIGFXVZSGUMPAQBDOSYGM53Q,1,1,3921
AEL4RCCCIRLR6L4IBVKUQMVWBATA,1,1,3633
AEL5MWPGIVMXPKWB7RKI37PL6ZXA,1,1,5222
AEL5ZHI6X5STOL3Y6PCQRSSTIWRQ,1,1,978
AEL6BJ6WFY7ZDVQBIIOWKAOT7ZGQ,1,1,4110
AEL6G2RK5DWBONL46YSG257T2SQA,1,1,2940
AEL7P6CZWQRH26D2XY3SIEG4H2DA,1,1,3352
AELA4HJK4R6EBP3P32E2IH5XNLGA,1,1,1560
AELBBIEI6TFZEEF2ARN2ZXEVOWAQ,1,1,2804
AELBMRGOWMO3ILFOGCB3KFGMBHZA,1,1,1214
AELBSRCMSCXXJFYAE3NK6D4DAVTA,1,1,863
AELCJLJAOMS3DFYF6KUXMXJBXARA,1,1,3725
AELCODZ4LJ2IVLIZ536A55CYUEPQ,6,6,574
AELDTVIUFQUUTOBFR6KNR5V3F57A,1,1,372
AELG4BR3AGXJUUZRQGTPCJCHVZ5A,1,1,362
AELGD7MYYE65AVEHRMDPYUVTUIQQ,5,5,1830
AELHB5QYXVSXZM263JIARJBWPOSA,3,3,2256
AELHWVFUH26OV2DGOMEADND2IEUA,4,4,860
AELIV6UHVC6Z6VA4MIZ464WUHDPA,8,8,356
AELMGVQANXHWWVB3KQKXHPETGZDQ,1,1,2963
AELMYCSQ2CHQEOMSPY4WCL64KIUQ,1,1,3155
AELOFMVKR6FE7OOQGDPYGIFF6KVQ,1,1,3262
AELOGPIDWSAQVPDOOQJR3BX7T5MQ,5,5,849
AELOI2MDT23DHWTZUFJ6ZKJJHOAQ,10,10,1659
AELR73N6JFQCFA77VU3S5LQAKBXQ,15,15,624
AELSXWOFXQ5JYTGGX5XBZS3KTWQQ,1,1,7986
AELYUCBC7BFTB6MQJ4Z2MTIMRZ2A,2,2,734
AELZEXEKAVZGQERR2H2RXFBA452A,3,3,2583
AEM3IZY6EBPPHI63UNPVDH54FLDA,1,1,2659
AEM46TADAWFNNA4UEMATKVKGVQ7A,1,1,2255
AEM54G6GVSBCFVMEWUKELLDH6CEQ,1,1,1830
AEM5YPNWRFZMTISA7MNO5Q55CERQ,1,1,3138
AEM663T6XHZFWLODF4US2RCOCUSA,1,1,1962
AEMBLBM4BUPI7ZRLS4JONNLCDBQA,2,2,2165
AEMBRCDXXEFJ5IZSHFWQV4RRQCJA,1,1,3055
AEMBTVYDSPZ4LQS22ANCAVBY772A,2,2,233
AEMBYOFMQMIYUDXVZOV2OSFIWUWQ,1,1,887
AEMC6O7HQTSBW3WGYDN7KX7MLE2A,2,2,1885
AEMCYZWCUZOHOYR4ODTFB35LYDPA,2,2,1388
AEMDYF5S74SVPHNIJGBO6BHTA23A,8,8,56
AEMGTZNYC4EPWJRN2YWOBIN3ZRJA,1,1,1668
AEMGWSVRXINE7EIOBDBM6TVBDPFQ,8,8,1598
AEMGXCMI4SNFUJ542KHGLU4W3E4A,1,1,2856
AEMHSPGW765HCDTGPKO7JK2IWKEA,2,2,993
AEMI74JHKARVZR5F3DVAK4FMANXQ,1,1,944
AEMJ2EG5ODOCYUTI54NBXZHDJGSQ,45,45,1
AEMKSDVDHPPZRWI4U2OV3ISVSVJA,1,1,5636
AEMKUTWY33ROXY7ODQ3JC32R7I4A,1,1,3202
AEMLEQKRYNQ5WGZVLBFI7NUSPKLQ,1,1,1530
AEMLZRIZSXAA6OUNUQRZK6YMKCXA,1,1,2760
AEMN7LYBYUGLTNVCXOBAFSHLYJ6A,1,1,6199
AEMNNMYROYAZGBLYYXNCEAE6D7YQ,7,7,646
AEMO2MND4W7ATBJPH7QVVGZSLF3A,1,1,2719
AEMO4BFY2UXCQE4XOFORK5EFFCDA,8,8,259
AEMO7L57SNDF7ALZ2AYW3YQQ62LQ,1,1,3003
AEMOJU24QUZDDSMGSQPVTZGELLUQ,2,2,365
AEMRWPVGLAWBX2K64R47OESVJL4A,3,3,2836
AEMURA7H55NBGF6TS2A2JP5XIIBQ,1,1,1518
AEMVF46YD6PBUBKQMH6LIXLUPC4Q,1,1,3297
AEMVVAU5ROKJK76IOHQKHEWRFLRA,1,1,69
AEMW2ADCJBXXCQLXQVM3RJEK53TQ,3,3,755
AEMWM6PRIMFDQLIQIPQTGXUAVDYQ,1,1,1567
AEMYDA6DVBKCCE7ZO2ARRFGKG3LQ,28,28,443
AEN2NKUOAXGNLLT6DCQDQ2LK7M6Q,1,1,187
AEN2ZU26WIC33EXP6LTYOWMV36XQ,1,1,822
AEN347VH7E6PQILYQICAWBLET7BQ,2,2,99
AEN4ENZO56M34IPYVZDALB3BDRVQ,1,1,3169
AEN5SOV5AOJA37JVTCEC2U7DBSFA,1,1,5136
AEN6RD6RV56QE7T2LN7HEC6W3RZA,2,2,2726
AEN6TFIVX635GNHMXJNMJOA56JWA,6,6,1326
AEN7KAKQJGIQCNK6NMVWH2WZ3YXQ,10,10,9
AENAC6DVZYNNTEGCPUA542BD46VA,8,8,30
AENBKROLUUF2CQET33UHMCS75ULQ,1,1,1989
AENDQ4AHOGXOBTTJMOW73BUESQKA,6,6,304
AENEBXXF56E6G5VTCYCX74RF5OFA,1,1,3651
AENER6DRMZOCWDSLKUOMSERR6KIQ,5,5,2028
AENFLRI7UI4SFEAZIK57T45ZUGGA,1,1,3288
AENGLXININGSHWOPGTFF2V32DBOA,1,1,2650
AENH6LSB6BM7XLPEYUL43WBOD6JA,2,2,245
AENKWFYARCOIWS4FWYTLSGRIALTQ,1,1,223
AENM76XREURDLTOHQSEK4HJW3XIQ,1,1,2508
AENMGVERXZSSSV4CPJ5LPPFK6E5A,1,1,1968
AENMO75Q2V7HE4HSHYI6GOX5FYIQ,1,1,2093
AENN7QGN7VH44UH46NYGL3A4FBAA,1,1,1414
AENNF2GOEVFBJL2TF3UU7HBIDLYA,1,1,1973
AENNMXDZSUEUPEWSQU57GNOQD6JQ,1,1,425
AENNSJ75CWK5NXVCA4YDZAEJ4KDQ,1,1,1503
AENNUXRFLXQGXSYMV5VGZK4ADQBQ,1,1,2819
AENNUY257PRSZMPQ5U5PFR642FDQ,2,2,2281
AENNZB2HHZZNEPKR6JADV2W4JDYQ,1,1,53
AENOQPZF7HQERNM3TNR2UQUE7RBA,3,3,84
AENR7RAJSAIV6E2UE6AZ7BUEIOIQ,8,8,207
AENTOWUFPL7HSMR7M4S25M7MGDKA,1,1,1513
AENUZAD3DEKU6K4LHFZFO2FUHKPQ,1,1,384
AENWOKSUWWPH7FNTRNP6GPGTHRUA,1,1,1130
AENZ2NOJLCFRRF2APF4FEQONPX7A,1,1,1838
AEO2LKPHWJWGEG6PMBOHLIGVYHTQ,1,1,1105
AEO3UFEOS3ELXMXWPA5CJ34VQ7TQ,1,1,3729
AEO4KXMHSMAMTAU6G6XOCNIA3AHQ,1,1,2364
AEO4M665ZOCBF7HEFRMTUDHLSB5Q,8,8,531
AEO66DLCCH677RV6KMUKV7SOGBXA,1,1,2105
AEO6GWHO32QJAT6NAQHMFPZJRNOA,1,1,1866
AEOCSHVOBSGQAN5MBKGPRRHF2OSQ,1,1,1176
AEOECNMSAGYK5BKPILPV7JF6ELMA,1,1,3360
AEOERTQHGU5NNS25RWMR6PAPEBOA,1,1,3070
AEOHRV5ZJJZOCSACAJDNNHQJAG7Q,1,1,1905
AEOJW2RQVGB5EOJPZMNPUXNZYOTQ,5,5,48
AEOKAIB6OJVB5FRZGLEB3YAK5UBQ,42,42,1368
AEOMWX3OCV445UHGZUW6YUL6EGEA,1,1,5035
AEONA76PFRHESS2JG3KEUFQIGHGA,1,1,2297
AEOPD6K7XR4LR6IVYBYIBOCFQI4Q,1,1,360
AEOQCCO6VCZLGDP66T2WSVMAG4QQ,1,1,935
AEOQGP4XYSEKPXXBWAN4GWAPUO4Q,1,1,788
AEORGMGHWN54RIMZLFOJF7NIE23Q,1,1,4731
AEOUWZLTZ46NIML4CGUBAEOTJEMA,1,1,1765
AEOXILLGVJGHDIRN75QMVMXWZWSA,1,1,3264
AEOYNV3GTKOZ2YOEY4QEKIAEZEZA,3,3,561
AEOZUI2OJG5FNAK67ZGB6PEKUO3A,1,1,2823
AEP3HQNDKDNNYBPRU5UOQCQ4QZQQ,1,1,2931
AEP3UEDMIAMT3KURUPPVH44WE6HQ,1,1,4605
AEP4R64Y44ZTA3SPZYCNNOCH6JNQ,1,1,1851
AEPAPEQTAFWBI3V5XIIHZLG4YZEQ,1,1,1383
AEPBFOLHNAJQJAZOMSUMVFKPZXFQ,1,1,665
AEPBPLR5CSYFRIOUNBRIRGSTZSZQ,1,1,1839
AEPCTFKFPQNUAWT5NTHIZHOVKPUA,1,1,2702
AEPDM7BEUMUY2RHLZHECUVTLAKPQ,1,1,2804
AEPGZ4L7TDTJUSGYAVTFQRTUGFWA,1,1,3689
AEPH725HSN3J3XTQMR5USFJR74PQ,1,1,137
AEPHFCPWYQEHT6ZV6MRF3UT6YKEQ,1,1,4546
AEPHG6BIOTPEASU3KQ7UKWSBNCOA,1,1,3936
AEPL43B572OV2OMCFW23PFTF2E7Q,1,1,1534
AEPO2ZRKXR53CRBJHKMI6RVAPXWA,1,1,708
AEPP2ZFFGRRA4W73GDAKPICS5HAQ,1,1,4063
AEPQSFDPLHZQ6Y5XB7IUBW4DY5YA,2,2,758
AEPQTXBSBL67WDDY4J44HO2PCIFA,1,1,1303
AEPQUIWJI7FYDURUJIDWLMPBU2KA,8,8,710
AEPRO2RRDO5QIZXK35CXB43XJM2Q,1,1,2135
AEPRQP77VF2CEG2GISP567CWNEPA,1,1,3112
AEPRUR2J4MHMKHJPXXRZDU66A5CA,2,2,2168
AEPS6CVNYIAOE54ZDTQLFJ7TTSEQ,1,1,560
AEPTHE6UGTAHFEQTVNIB4K7H272Q,1,1,2126
AEPU6UPCLD4MSHTP3SXZQ3R4MXYQ,1,1,2612
AEPVN4QKBMMXPBVQYXUDLS3M6ZYQ,1,1,894
AEPVNHVV7CG3KSQWCW43ASSGW2PA,1,1,2599
AEPY3WJN3G2XOBDIUN3RXMU7YXAA,2,2,502
AEPYX5BW4FDTZPLRRGXM2KOHPAQQ,2,2,2858
AEPZ7GYOS7L4L2T67CXR6T6P64RQ,1,1,1746
AEQ2MLIXSRKW5DVQ4B2G3ST27DAA,1,1,2819
AEQ4BRZQAEE7UKKOPVTM2EQVGV3A,1,1,3410
AEQ4LANJMSQGTMUOCK6H42SRNPGQ,1,1,2664
AEQ6X45FYCIHEZBXIIIJMS4S6C2A,3,3,27
AEQ7Y56NEUZTFG2QJYQ4T32EIUZA,2,2,110
AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,56,56,142
AEQCFGIHGV5CPWNF7RZZLKEQ572A,2,2,509
AEQCFZTQ4NIZFCZRBTLB55AHLACQ,1,1,2756
AEQCJX2WHAMEAIUTID22OBLH6G5Q,1,1,4160
AEQEME4JTVW57QPP7ULNLFKLVSCQ,1,1,853
AEQEQ4OIJUSS7YXOJCN4RPRRVGJQ,1,1,1077
AEQF24SNIMWRGBIG5EBCKDLMTFAA,4,4,281
AEQFQDC2GL6C62Y5WNZFLB44GIBA,1,1,1994
AEQIRXUWJHFKOJBFGQB2G7HK6JKA,3,3,2155
AEQJLZPGPJEI4LG654IOMEU6RODQ,1,1,1816
AEQJWBLCQHL6YZ5SKAAB3ZPPSC2A,1,1,483
AEQLRIQLBPN4UUHV3L5FDRZOAL2A,6,6,94
AEQM7WKSLHAVNDHE4F4OFQIW5GWA,2,2,1554
AEQP7BO3DYS6ET6ANKREYSJFAHSA,1,1,2552
AEQPHAPE7DLD5HI67M5KN2K6GZIQ,1,1,734
AEQPUFAW5OWSGOHVW53WT3STY5SQ,12,12,253
AEQVD3N4Y2BP7N6VD4QIWQJIJXRA,1,1,1783
AEQX7KS7WYSI3Q6E7OF3ZPIYSKQA,1,1,4945
AEQZ2MBKWOY5KG2BOF4GVWZL65WQ,1,1,447
AER2M7E2IHDHZDVVXCFXTYKJ6EXQ,15,15,1164
AER3KQQTR7T3N6ZIOUMB4VDALL2Q,15,15,369
AER4C2C6NBH2W6JACHHDS4EGAFAA,4,4,2402
AER5A2LR25ZV3SYFCYUWBRGRKBBA,59,59,8
AER6FMQQPAXBQN7MRPWJSH3IKAWA,1,1,3050
AER6WLSJPBPNOZIQWVHQBVOKTNCA,39,39,202
AER7BPYAMW5CAICYIJX7QW64MBIA,1,1,1081
AERAK7NMCVO6RNEEXGBSITUOXPAQ,1,1,2067
AERAMOJVE43CA4TA5COS7GOTXFOA,1,1,867
AERBX24JFGXDLPS2O2JUPQW3EHEQ,6,6,149
AERCFK4MLSG4U3XJBVXISRW27ZGA,1,1,4335
AERD2GHAB5VZHTHUVMVAYUHL4CYA,2,2,292
AERDSTNOGEQQJVIVUULMJXOSSWCA,1,1,103
AERGOXGAFZ2J3ZMHXVLZQGTW36RA,3,3,335
AERHC7DGSTOBV6Z6GWJJCGYDB3QA,1,1,1835
AERHPPIK62QZ2WLBXQDATA775LKA,1,1,2878
AERMLEK75FYAZRMHP2IELWBJD2UA,1,1,1173
AERN3R5YG2K22AGW5GEXSMWICSLA,1,1,389
AERNPVMAGTL5TK2LJFARUOZETCZQ,1,1,2881
AEROUZQIIFX4V4BR6FHMUCLE2SMQ,2,2,2506
AERPYYVVXK5PZ4KBKBAUIFH375HQ,1,1,354
AERRX357RLQ6SAUBH6HDYNGTXZ4A,1,1,1197
AERRZUBMFD5GSNICJIKLDACDJCCQ,2,2,70
AERT65EGRHVCQH3E7GOAQDG4CGYQ,1,1,799
AERUAJORC4WC77TABTHVNVQDZF2Q,4,4,544
AERUU6APCTYBYVQTUM7KFYYK2DVQ,1,1,4060
AERVTQ63VWSKM3NWNNCJBDKJ4CIA,15,15,219
AERWPVBR2XAG6OYAQQZED27RIJTQ,1,1,936
AERX7K5IE767MVLOYBUNPUXDTGJQ,4,4,101
AERXCDD4DA2UKX3BY6DSVBBX6V2Q,2,2,1628
AERYH6N7BC5I5SO76JW5F3Z4ZUMQ,2,2,457
AERZA4XOSVV3A57EITRVHA3QEFOQ,1,1,515
AERZPTDNRBKDITZ56ODSWA2NQGKA,1,1,5581
AES2RYKHJ36PKR5GOC5KC4HNAK2Q,1,1,1263
AES3WXFEHZOAJRVULMXGVURKAEEQ,1,1,2688
AES4I2XF2XCF5RRBJE6OCOYTUKZQ,3,3,479
AES64NEMPYRENBT6PGCOYYBVDSWQ,13,13,697
AES7KKTN2JRDCH5T4H3O5HU7XZZQ,3,3,582
AESAZQADEUDNDYAMHMVTYBMGBGHQ,2,2,1556
AESC7XAD6PECYCGLVZCYYCEIPTNA,1,1,1429
AESCUPVGN7EIB2ODWG7YHC3F4GOA,1,1,4847
AESERUGYR2M57OR2BC2QD7SUEC2A,2,2,229
AESGFM6QX7BVONUAG4BPGCORYOIQ,8,8,2314
AESGKFNIDELMTPT7OLS67JA545JA,3,3,869
AESGLNOOG6D77X3KYOZA3XBBEEHA,1,1,2393
AESGMCRKQKHIAIJUL72FWQYVS6MA,8,8,377
AESGVJFKCAZCKC35T4PYR2KUDIEA,1,1,4913
AESIMJE5ARHEBL6DLLD3YO2TJENQ,1,1,847
AESLW4D6JMNJLHVORHC3FEQWUIIQ,1,1,2516
AESM7H2WPJU7T6USXGW6TLW4U72A,1,1,6177
AESNIXKR5AZGQO55AJ2P4DRLENZA,2,2,874
AESQ5EF2IGIZFNSZR7TL5XD622FQ,2,2,2781
AESQJGCWMZKMPCJGGZQRQ624UXIQ,1,1,1931
AESREGQZJVO32YUHFVF33FEP6J3A,1,1,1935
AESRHEAHGJCUURFTMWQJWTWBMKQA,1,1,3169
AESSGWIRRSBE6RXL2QZ3BW2RP3KA,1,1,3788
AESSR6R65G5PXULCO3634YUI7VKA,2,2,472
AESTJ7FX2ZR44NVS25DTXH27YAHA,4,4,28
AESVCDVRKAJHKVMWADOBNFV45XKQ,1,1,756
AESYBKHI3FNKSUPGDPVNBGKL2IMQ,1,1,2954
AESZ37LZCXVJII6VORTZDAUTXUEA,1,1,996
AESZLPIVHB4D3JWQ5PZVGMJGD2GQ,1,1,4071
AET24VX4XLW3GZ2XNFXZNPTE2AVA,7,7,381
AET3VOB7PYHAKDAPEDTFGPSEE6QQ,2,2,1557
AET5623EGQ5SJ7LS7GPMXFPOADBA,1,1,246
AET56IV77HA4T4A3IGJ2UJFK4ENQ,1,1,2769
AET57BUSN4ZB4RFJIBOPKMQTVPHQ,2,2,590
AET5VFNIYKIHIPO3ZALZSLXX3KOQ,3,3,665
AET76WSAMU5NAFN6XTEBGJGDXD3A,1,1,2453
AETA5FGE644L56YYDZI45UHV3HNA,1,1,1965
AETBPZFRDC4MLEZ3MZZRTAKJXAFQ,1,1,2631
AETD26IRVCQW6FYJYIIB7HYFPA6Q,8,8,2333
AETE7Y3DZT6BLMWA6U27ADJDZ4LA,24,24,787
AETGCWXC47MSMK6B2TLZ44KCFJZQ,25,25,216
AETGRH24MKFUFZ2KKTC2ZFYVYE5Q,7,7,68
AETJOO7JKNG4ZPWJBY2UPIXBAQJA,2,2,790
AETKGYHX3LTQ5NJP5ZHC2VEONLAA,1,1,3694
AETKN3MZIEUDXAKTWEYZ4YCDYW3Q,1,1,830
AETMFCIZ4NBF4VJJMIKJPVNEXXYQ,1,1,263
AETOO3PKEEFCNIM6LR7VDVT2W4CA,6,6,2286
AETPQ2FRFR3NWEQLI6R4T2S27GVQ,1,1,3402
AETSZB5TEXJPDKB6PO2XBWO4V2EQ,4,4,12
AETTCFAWESCXBEOYTQNHVGW4A6JA,1,1,1706
AETU3GFAQ7JU6KZOARTZYFVMMQ5A,1,1,1258
AETXMYPV6KHWTNVRXNXFYQN2TZNA,17,17,28
AETXPQBVAVFVGEVJBOGJ2WPIVJAQ,1,1,3587
AETYVC5S7SOJMIM3HICSMEY4N67A,2,2,1212
AETZSY2WAD5IHKPAEIRRQ3AYOHFQ,1,1,7702
AEU26I734MOKVBFQIKMR2AC7XB6A,1,1,3723
AEU3FF2QN5LHF3JELYPUCFFZNP7A,1,1,4007
AEU4U6P7L7IJYC5HW2RFDM2K54NQ,1,1,1182
AEU5VGZYHYK4ND5A7CHD4RBQX5OQ,1,1,738
AEU7QWGISMUTVOOPSZRJGH6MVZ6Q,1,1,3920
AEUAL3EJKUSTNB4YY6STLYGTJALA,47,47,97
AEUAQ6BAUEBP2C754LR3ILYHP54Q,2,2,1226
AEUCONXA2N4QTYH25XZFFVAZFXSQ,1,1,2564
AEUCXHKBAQI3F6PQGDS5QETOJTPQ,1,1,7608
AEUEMBHLPF52WH7FXSYMGAZ2FABQ,1,1,1760
AEUH4DWOJRDMRQC2ISMEG6NVG24A,1,1,3481
AEUH4EH6XHROLT7UZPUYU2YKTYMA,7,7,464
AEUHIBDCWBWUHPWU4LEYAH57KWNA,12,12,324
AEUIPEVPJEVGFNGDZS25X4S7JBEA,1,1,1778
AEUIU35OMHWETDS3ORA6WZW4LGAQ,1,1,1298
AEUJVUO66NKVOXCLJPMXE5G7BUJQ,1,1,1248
AEULCQHII5CZXLJJTBK7F6PF5ZPQ,1,1,2825
AEUMYP5IWSQCLQRIAUKTWR2LZRSA,1,1,687
AEUMZOI67H3CCFCPSV6PC2R6UHAA,1,1,2185
AEUNVLFLSRGHAXUDD3PD76NINWKQ,9,9,630
AEUODTGDMPZUHTBPDYPUUNO6E5VQ,1,1,2521
AEUPVXPOUGHV5RVR2C762ZMGNYKQ,1,1,164
AEURX7VHDSBJDSNHCQNZ5JV7IFMQ,1,1,2322
AEUS37QBTO5XSXXOJCQQGSQJC3DQ,1,1,2729
AEUSDGHFKZK6IA5NPQP4QGNT4IFQ,2,2,1672
AEUSR3CBHDM4TNQTI23CBTJKSZPA,1,1,1348
AEUSRLMATLQOLKQ42KFQYH2RDPKA,2,2,2555
AEUSTMRNQKLA77F6ME5Q22RGGDAQ,1,1,1966
AEUTFVCWAKVADU4IQKDDJ4S3ESUA,1,1,2576
AEUTQ4IEVVJZTRCDZWFK2AB43M2A,1,1,2792
AEUWC4ABR4KED5FQZMSUEFHCWSTQ,1,1,1736
AEUZHPIGXLWEQ7HW5LRYEPD3QYCQ,13,13,1509
AEUZZ2Q6GSSWIV2X5GQTOI2XUJXA,1,1,2489
AEV2EMK63UIQPEHE7V3HZXDMGW4Q,1,1,3748
AEV3ET6G66A4KXXAVUBODT3WYGJQ,1,1,7912
