rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,category,user_id_enc,item_id_enc,rating_norm
5.0,It's hard to find something not to like. Words like 'intense' and 'epic' come to mind,"Chapter One is a powerful debut album with strong, catchy beats and soaring vocals. It's hard to find something not to like. Words like 'intense' and 'epic' come to mind.<br /><br />The songs are quite varied, even down to the way she uses her voice differently on each track. Ella is clearly a talented artist and one I can't wait to hear more from.",[],B00L1VKJGW,B00L1VKJGW,AGU7O3UW7U2UMZGSZMKNZ6K6VHUA,2015-01-01 06:02:04.000,0,True,CDs_and_Vinyl,2664,8462,0.5577466835865666
4.0,Different,"I'm a bit disappointed with this one. Every other Florence + the Machine album is an instant 10 in my book. This one, although not bad by any means, just doesn't quite do it for me. A little melancholic. A little too ho-hum. A little too ballad-y. Again, I LOVE FLORENCE...just not this Florence.",[],B07CVCD17K,B07CVCD17K,AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,2018-07-08 14:51:03.805,5,True,CDs_and_Vinyl,2914,12586,-0.34107119652721657
5.0,Five Stars,Fantastic sex music. Is it OK to say that on here?!,[],B00JQHOBU8,B00JQHOBU8,AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,2016-05-19 03:07:02.000,0,True,CDs_and_Vinyl,2914,8317,0.5577466835865666
5.0,Fantastic! Florence never disappoints,Fantastic!<br />Florence never disappoints.,[],B00THEH4UY,B00THEH4UY,AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,2015-06-13 14:23:03.000,1,True,CDs_and_Vinyl,2914,9022,0.5577466835865666
5.0,Five Stars,"Discovered by accident, haven't taken this out of my regular rotation since the first listen!",[],B003454JZ0,B003454JZ0,AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,2015-03-16 11:39:54.000,0,True,CDs_and_Vinyl,2914,5734,0.5577466835865666
5.0,"All the oldies, great sound",Rockin’ This one,[],B000026G2U,B000026G2U,AFPBVAEV3FCQOHKJJGAKQLZLTCZQ,2019-06-28 16:13:57.455,0,True,CDs_and_Vinyl,1579,3331,0.5577466835865666
5.0,Five Stars,David Phelps is so awesome.  This  is super.  You will be inspired,[],B00TY6CL7G,B00TY6CL7G,AFPBVAEV3FCQOHKJJGAKQLZLTCZQ,2018-03-14 17:50:33.331,0,True,CDs_and_Vinyl,1579,9047,0.5577466835865666
5.0,Everyone’s songs,Terfel has a beautiful voice - a joy to listen to.  These are some familiar songs that are easy listening sung by a remarkable talent.,[],B0000AP6HI,B0000AP6HI,AFJHM4DEMY7IU6ZCUBCETLREE43Q,2019-04-20 15:34:06.566,0,True,CDs_and_Vinyl,1413,3774,0.5577466835865666
5.0,Gets you foot tapping,Lots of good old rock and roll. If you grew up from the 50's to the 80's you will like listening to these songs.,[],B01LZ712C7,B01LZ712C7,AFFZVSTUS3U2ZD22A2NPZSKOCPGQ,2019-11-15 17:24:00.276,0,True,CDs_and_Vinyl,1316,10826,0.5577466835865666
4.0,Sounds good,"I didnt know there were 2 versions of this album. I had one and it was damaged when I kept switching it from car to car so I bought another to replace it. Upon playing this one , I realized two of the songs on my damaged cd were not on this one. Word of advice, check the song listings before you buy.",[],B0106US03M,B0106US03M,AFFZVSTUS3U2ZD22A2NPZSKOCPGQ,2019-09-20 03:54:34.622,0,True,CDs_and_Vinyl,1316,9389,-0.34107119652721657
5.0,Sounds good,Love these songs so so glad I can still buy cds.,[],B000JJRINY,B000JJRINY,AFFZVSTUS3U2ZD22A2NPZSKOCPGQ,2018-12-08 21:45:25.789,0,True,CDs_and_Vinyl,1316,4618,0.5577466835865666
5.0,David does it again...,"Much like his previous classical crossover albums [[ASIN:B0010NX274 Virtuoso]], [[ASIN:B001UW58WW David Garrett]], and [[ASIN:B003O86MY8 Rock Symphonies]], David has done it again on ""Music."" This time, we're treated to covers of Coldplay's ""Viva La Vida,"" Michael Jackson's ""Human Nature,"" Justin Timberlake's ""Cry Me A River,"" Queen's ""We Will Rock You,"" Misirlou, and Guns N Roses' ""Welcome to the Jungle"" and updates on Beethoven's ""Ode to Joy,"" Chopin, Clementi, Bach's Double Harpichord Concerto in C Major, and Kachaturian's ""Sabre Dance,"" among others. You'll also find a nod to James Bond rocking a riff from Led Zepplin's ""Whole Lotta Love"" and some Latin American and Celtic vibes on Tico Tico and Celtic Rondo.<br /><br />Most thrilling, David has gotten back to recording high-octane classical covers; the Beethoven Scherzo brings to mind the rollicking score from Pirates of the Caribbean. ""Sabre Dance"" bursts out of the gate with some serious electric guitar and turns it into a headbanging anthem. ""Whole Lotta Bond"" is a great update on a classic theme. There are slower, gentler sides of David in Chopin's ""Nocturne,"" Clementi - ""Sonata"" and ""Ode to Joy.""<br /><br />And let me be the first to say that I am NOT a fan of the cardboard packaging; it arrived from Germany slightly dented, and I had a devil of a time getting the discs out. You'll find the bilingual liner notes and three gorgeous photo ""postcards"" tucked into the middle. The Deluxe Edition features a Region 0 DVD with five videos (""Viva La Vida,"" The Making of Viva La Vida, ""Tico Tico"" (live from Hannover), ""Stop Crying Your Heart Out"" (live from Hannover) and ""Funiculi Funicula"" (live from Hanover). And it's great to finally see David literally letting his hair down in the liner notes (if there isn't a ""David Garrett's hair"" fanclub, I volunteer to start one!).<br /><br />Overall, Music is closest in composition to [[ASIN:B0010NX274 Virtuoso]], which still ranks as my #1 David album of all time for its balance of uptempo, classical, and original compositions. This is a must-have for new and old fans alike; be sure to spring for the Deluxe Edition if you can find it! And DEFINITELY spring for the Blu-Ray concert DVD of Music, which is currently only available through Amazon.de (ASIN: B009D2RQ30) It is PAL Region 0 and plays just fine on my Sony Blu-Ray DVD player. There are 28 tracks, including pretty much ALL the songs (and bonus tracks) from Music. There are even English subtitles for all of David's German intros!",[],B0097BY3K6,B0097BY3K6,AFW2PDT3AMT4X3PYQG7FJZH5FXFA,2012-11-25 22:29:09.000,10,False,CDs_and_Vinyl,1779,7158,0.5577466835865666
5.0,2Cellos steals the show!,"I first heard of 2Cellos when Amazon Germany e-mailed me saying that their debut album was available for preorder. 2Who? 2Cellos, like violinist David Garrett before them, seek to blend classical with rock. Luka ulic & Stjepan Hauser have lined up twelve songs ranging from U2 to Michael Jackson, Sting to NIN, even a dash of Guns n' Roses. However, what makes them unique from their competition is that these songs are totally unaccompanied other than Luka and Stjepan's blazing bows. That's right; no fancy orchestras, no studio wizardry, no overdubs...just...two cellos. If that sounds a little awkward, it really works in the context of most of the songs. Cellists Luka and Stjepan go beyond their classical roots and evoke any number of effects from their cellos, including rapid-fire bowing, pizzicato, and percussive slaps (think flamenco guitar). They bounce the melodies back and forth like a musical badminton match, seamlessly picking up lines from each other. The two have an amazing chemistry, even more so live (which is how they were first discovered after uploading one of their duets to YouTube and landing a guest spot on Ellen).<br /><br />""Smooth Criminal"" is obviously one of the most high-profile of the songs here, if only because David Garrett did a stellar violin cover on [[ASIN:B001UW58WW David Garrett]] (ditto for ""Smells Like Teen Spirit"" on [[ASIN:B003O86MY8 Rock Symphonies]]). As these tracks are all acoustic, it can't compete with the tension of the original recording (or the opening drums and strings on David's version of ""Smooth Criminal""), but it holds its own (the opening aggressive bowing is kind of painful; imagine a cello with laryngitis, and that's the kind of tone they're pulling out in the intro). I actually thought Luka and Stjepan's cover of ""Human Nature"" was more impressive, capturing the soft, dreamy feel of the chorus. I preferred the slower songs like ""Fragile"" and ""Hurt"" more than the rock-influenced songs, but that's a personal preference.<br /><br />Undoubtedly, there will be comparisons between David Garrett and 2Cellos, if not for the ""stringed instruments play rock"" angle then the similar (if not identical) song choices that both groups have recently recorded and performed. They're both young, very handsome, and a little edgy (2Cellos in particular both look like they could be the leads in [[ASIN:B002JVWR9U The Vampire Diaries: The Complete First Season]]), all of which will appeal to a wider range of fans than a strictly classical repertoire would. Both groups pay homage to influential bands with slightly different approaches. I found the acoustic cello-centric approach fascinating; in the absence of studio effects, Luka and Stjepan are forced to create their own soundscapes using nothing more than the cello.<br /><br />I really enjoyed their debut album, and look forward to hearing much more from 2Cellos in the near future!",[],B004XWMXW4,B004XWMXW4,AFW2PDT3AMT4X3PYQG7FJZH5FXFA,2011-07-21 01:30:53.000,83,False,CDs_and_Vinyl,1779,6347,0.5577466835865666
5.0,Awesome collection of soul from the 1960s - 1970s,"100 Soul Classics (not to be confused with [[ASIN:B0025X4ONE 100 Soul Classics]]) is a stellar collection of well-known soul hits from Stax, Motown, and Philly Soul labels. The various artists and labels are randomly scattered across the four discs.<br /><br />Motown is more than amply represented by Diana Ross (""Reflections""), Stevie Wonder (""My Cherie Amour""), The Four Tops (""I Can't Help Myself""), Smokey and the Miracles (""The Tracks of My Tears""), Marvin Gaye and Tammi Terrell (""Ain't No Mountain High Enough""), The Temptations (""Just My Imagination""), Jimmy Ruffin, The Velvelettes, Martha Reeves, Mary Wells (""My Guy""), Brenda Holloway (""Every Little Bit Hurts""), The Elgins (""Heaven Must Have Sent You""), Edwin Starr, and the Jackson 5. There are a total of 32 Motown tracks, including all the megahits like ""Heat Wave,"" ""ABC,"" ""My Guy, ""Sugar Pie Honey Bunch,"" etc., along with classics like the Elgins' ""Heaven Must Have Sent You"" and the Isley Brothers' ""This Old Heart of Mine Is Weak For You."" Junior Walker even makes a guest appearance.<br /><br />Post-Atlantic Stax (1968 and later) artists include the incomparable Otis Redding, Eddie Floyd, Isaac Hayes, Curtis Mayfield, Jean Knight, and the Staple Singers. Sam Cooke and James Brown also get several tracks. Philly Soul makes the cut with the Stylistics (""Betcha By Golly Wow,"" ""Can't Help Falling In Love"") and The O'Jays (""Backstabbers""). Sassy female soul is here too: Fontella Bass with ""Rescue Me,"" Dinah Washington contributes ""Mad About the Boy,"" and Etta James gets several tracks as well. There's also jazz by Roy Ayers, Nina Simone and Billy Stewart (""Summertime"") thrown into the diverse mix.<br /><br />I believe that this was a made-for-TV compilation; it's manufactured in Holland, and there's a Dutch ad in the liner notes.  The sound quality is impeccable, and it's great to have such a wide-ranging glimpse of pivotal soul, jazz, R&B and funk in a single collection. The liner notes are sparse (including only artist titles, labels, and copyright year), but sufficient (there are no photos or extra essays, etc.). It's like a self-contained time capsule of '60s and '70s soul, and is an eclectic collection even for those who own a majority of the material, since lesser-known gems fill out the selections.",[],B000N69OPS,B000N69OPS,AFW2PDT3AMT4X3PYQG7FJZH5FXFA,2011-06-22 00:27:07.000,1,False,CDs_and_Vinyl,1779,4728,0.5577466835865666
5.0,A thing of beauty...,"The Isley Brothers hit early success with 1959's ""Shout,"" a response to Jackie Wilson's ""Lonely Teardrops"" that ranks at #118 on Rolling Stone's list of the 500 greatest songs of all time. The call-and-response chorus owed much to traditional gospel. O'Kelly Jr., Rudolph and Ronald Isley formed the Isley Brothers in 1954 and started out recording doo-wop in New York. In 1959, they signed with RCA Records; in 1962, they signed with Wand and scored their first Top 40 single with ""Twist & Shout."" In 1965, the group signed with Motown's Tamla imprint. 1966 saw the release of ""This Old Heart Of Mine (Is Weak For You),"" a Holland-Dozier-Holland gem that reached No. 12 on the Hot 100 and No. 6 in R&B (it was originally intended for the Supremes).  However, the Isley Brothers couldn't come up with a commercially successful follow-up, and complained of being given ""leftover"" tracks originally written for other Motown acts. The Isleys never really fit in with the spit-and-polish Motown promotional machine; in the words of a BBC reviewer,  the Isley Brothers ""were not cheerily going to visit the charm school and perform all the ditzy promotional routines that Motown expected of its roster."" They parted ways with Motown in 1968. Flash-forward two decades: in 1989, Ronald Isley and Rod Stewart released a Top 10 duet version of ""This Old Heart of Mine"" that reached #10 on the US Billboard Hot 100 chart and spent five weeks at #1 on the US adult contemporary chart.<br /><br />It's true that the Isleys did record a large number of Motown cover songs by the Supremes, Valadiers/Monitors, etc., but that was common practice at the label (Stevie Wonder covered the Four Tops, Kim Weston covered the Supremes, David Ruffin covered the Jackson 5; see [[ASIN:B000BPI2AE Motown Sings Motown Treasures]] for more examples). They had a huge following in the UK with hits like ""Behind a Painted Smile"" and ""I Guess I'll Always Love You,"" and ended up touring England after their split from Motown. But as evidenced on this collection of 52 tracks, there were plenty of gems during their brief tenure at Hitsville USA: ""Put Yourself In My Place,"" ""Why When Love Is Gone,"" the soul-drenched ""Seek and You Shall Find,"" ""Take Some Time Out For Love,"" and the standout: beautiful, tender ""My Love Is Your Love Forever"" (Ronald Isley's tenor never sounded sweeter). Even their cover versions of the Supremes (""Stop! In the Name of Love,"" ""Nowhere to Run,"" ""I Hear a Symphony""), Elgins (""Put Yourself in My Place,"" which went to #13 in the UK) and Marvin Gaye (""Baby Don't You Do It"") add a fresh new sound to the originals. One of the more interesting tracks is ""Smile,"" the original version of ""What Becomes of the Brokenhearted.""<br /><br />""Motown Anthology"" was released in England in 2009 in time for Motown's 50th anniversary. Unfortunately, it wasn't released in the US. There are several songs that are featured in both mono and stereo mixes (My Love Is Your Love Forever, Greetings (This Is Uncle Sam), Take Me In Your Arms (Rock Me A Little While), Tell Me It's Just a Rumor, All Because I Love You, My Love Is Your Love, I Guess I'll Always Love You, This Old Heart of Mine). It's a must-have recording for classic Motown fans and anyone who appreciates well-crafted music (many of the tracks were penned by the holy trinity of Holland-Dozier-Holland).",[],B002L5R73K,B002L5R73K,AFW2PDT3AMT4X3PYQG7FJZH5FXFA,2010-05-29 16:12:37.000,11,True,CDs_and_Vinyl,1779,5583,0.5577466835865666
5.0,Stevie + covers of other Motown greats = pure genius,"Stevie Wonder's 1967 album ""I Was Made to Love Her"" was rushed out to capitalize on the success of the title track, but it's chock-full of rare Stevie soul covers by Otis Redding, Marvin Gaye, the Temptations, Ray Charles, Bobby ""Blue"" Bland, and James Brown. Sadly, with the exception of one or two tracks, the other gems have gone out of print in CD and MP3 format with the exception of a couple of pricey Japanese pressings.<br /><br />Things start off with a bang on ""I Was Made to Love Her,"" which features Funk Brother James Jamerson on one of Motown's greatest bass riffs. To hear James's true greatness on this track, check out the Funk Brothers' instrumental version on [[ASIN:B00021LPLA Standing in the Shadows of Motown: Deluxe Edition]] (there was some heated debate whether the bass credit belonged to Carole Kaye or James Jamerson, but evidence points solidly to the latter). Next up is the Lloyd Price-penned ""Send Me Some Lovin',"" recorded by Little Richard in 1957, Sam Cooke in 1963 and Dean Martin in 1965. The second Wonder-penned song, ""I'd Cry,"" is classic Motown through and through, with the help of the Andantes.<br /><br />Stevie's rockin' cover of ""Respect"" gets a healthy dose of harp injected, while ""My Girl"" rivals the Temps' signature performance. ""Baby Don't You Do It"" nods to Marvin Gaye's 1964 Motown single, while Ray Charles ""I'm a Fool for You"" has a gospel vibe. Gaye makes a second appearance on ""Can I Get a Witness,"" while Bobby Bland's ""I Pity the Fool"" is a hardcore dose of blues (check out the blues guitar riffs!) uncommon in Motown...Stevie really shines on this track, and it's my favorite on the album. A young James Brown's ""Please, Please, Please"" does just that, and the album closes with the minor-key ""Every Time I See You I Go Wild"" (also available on [[ASIN:B000SFYZBM The Complete Motown Singles, Vol. 7: 1967]] ; it was the B-side to ""I Was Made to Love Her.""<br /><br />Overall, this is Stevie in his Motown prime. The album is worth it for the inspired covers of other Motown acts and other soul artists like Otis Redding, Ray Charles and James Brown, and Stevie's three original tunes hold up well next to the established standards. Hopefully Motown will reissue this in the US with bonus tracks and great liner notes at some point in the future!",[],B0007ZJ3LA,B0007ZJ3LA,AFW2PDT3AMT4X3PYQG7FJZH5FXFA,2010-01-18 16:33:35.000,1,False,CDs_and_Vinyl,1779,4106,0.5577466835865666
4.0,"A strongly classical repertoire delights on ""Harmony""","On The Priests' sophomore CD, Fathers Martin and Eugene O'Hagan and Father David Delargy tackle another round of soul-stirring hymns and religious music, including How Great Thou Art, Amazing Grace, the Lord's Prayer and Silent Night. The Lord's Prayer deserves special mention for the powerful a capella rendition; it's the only track not backed by the Royal Philharmonic Orchestra, thereby evoking the power and grace of early plainchant. The English-language version of Silent Night opens and closes with a tin whistle and is more traditionally paced than the uptempo version of ""O Holy Night"" from their debut. The fathers composed the music for ""King of Kings"" themselves. Nods to their Irish Catholic heritage come in the form of Gaelic Blessing by John Rutter and the lovely Irish Gaelic hymn Bi Iosa Im Chroise (Christ Be In My Heart).<br /><br />The strongest tracks are those from the Baroque / Classical / Romantic repertoire, including Stozel (Bist du Bei Mir, frequently misattributed to Bach), Pergolesi (Stabat Mater), Vivaldi (Laudamus Te), Mozart (Ave Verum Corpus), Haydn's Te Deum and Mendelssohn (Lift Thine Eyes). This version of Pergolesi's divine Stabat Mater is a bit more uptempo than some of the other versions I own by Andreas Scholl, Cecilia Bartoli and Sara Mingardo, but no less haunting. Much as on their debut, the orchestral backing complements the priests' rich voices without overwhelming, allowing the vocals to shine.<br /><br />Overall, ""Harmony"" has much more of a uniform feel than their debut; most noticeably, there are fewer foreign-language songs (""Priests"" had two Spanish songs in addition to Latin and Irish Gaelic tracks) and only one Christmas song. The fifteen tracks really shine in the hands of producer Mike Hedges, Fathers Martin and Eugene O'Hagan and Father David Delargy, the Royal Philharmonic, the Brompton Oratory School and Coro. In Father Eugene's words, `I think, because over the last year we have been singing together so much, our voices blend better and our sound has matured. There's an even greater sense of synergy with the voices, and we're more confident too. Even as a professional singer, you never stop fine-tuning the instrument.' ""Harmony"" is a pure delight and a wonderful gift for those seeking a moment of peace and contemplation in their hectic lives.",[],B002PGO8GY,B002PGO8GY,AFW2PDT3AMT4X3PYQG7FJZH5FXFA,2009-11-25 00:39:38.000,83,False,CDs_and_Vinyl,1779,5622,-0.34107119652721657
5.0,Your own floating tropical paradise,"Lagoon was German ambient composer Nik Tyndall's first (and only) release on the Hearts of Space label in 1990. Tyndall was originally a designer of sound units and amplifiers in the 1970s, and soon after delved into composing for electronic instruments. He released several ambient albums on the German label Sky during the 1980's. Like Tyndall's other works (he's still composing for New Earth Records, mostly Reiki music), Lagoon is rich with layers of organic sound that evoke water, windchimes, gongs, and gamelan to create the sensation of a floating paradise. The seven tracks flow smoothly into one another, creating a soothing tropical paradise. Lagoon is probably my favorite CD of all time; I listened to it nonstop for several years in the middle of my dolphin / marine biologist phase when I was obsessed with the Australian TV show [[ASIN:B000LQISG6 Ocean Girl - First Season 2-DVD Set ( Ocean Odyssey ) ( Ocean Girl - Season 1 ) [ NON-USA FORMAT, PAL, Reg.0 Import - Australia ]]] (the Ocean Girl soundtrack by Garry McDonald and Lawrence Stone is a dead ringer for Lagoon). There's also a track from the CD-ROM game Riven ([[ASIN:B002CEQG1O Survey Island Theme]]) that reminds me strongly of Lagoon. This is a great CD for meditation or relaxation that will soothe away your worries as you drift into your own private tropical paradise.",[],B000008LU2,B000008LU2,AFW2PDT3AMT4X3PYQG7FJZH5FXFA,2009-10-10 13:18:01.000,3,False,CDs_and_Vinyl,1779,3172,0.5577466835865666
5.0,Beautiful introduction to the violin's versatility in the hands of a prodigy,"""Pure Classics"" contains selections from David Garrett's Deutsche Grammophon recordings from 1995-2001: Mozart's Violin Concertos (1995), Bach's Partita in D-Minor (1995), Tchaikovsky's Violin Concerto (2001), and 1997's [[ASIN:B0000012Z7 Paganini: Caprices]], as well as tracks by Beethoven and Conus. My only complaint is that pieces are not grouped by composer; Paganini gets the lion's share with six tracks devoted to his Variations, and these are scattered across the second half of the disc (however, Variations 1, 4, and 9 are sequential). This is a lovely overview of David's prodigious talent as a teen when he recorded these tracks, particularly the technically demanding Variations (Paganini did much to expand violin techniques). The repertoire choices are solid and David's technical mastery impeccable. His early Deutsche Grammophon  recordings are out of print in the US, so this is a reasonably-priced introduction to his purely classical repertoire (David rerecorded Paganini's Variation 24 in A minor, better known from Andrew Lloyd Webber's [[ASIN:B000V9G0PO Variations - Variations I-IV]] on [[ASIN:B0010NX274 Virtuoso]]).",[],B000079BGM,B000079BGM,AFW2PDT3AMT4X3PYQG7FJZH5FXFA,2009-08-09 02:31:34.000,39,True,CDs_and_Vinyl,1779,3691,0.5577466835865666
5.0,"I prefer this to 2009's ""David Garrett"" North American release","I first heard of violin prodigy David Garrett in a Barnes and Noble in-store play, and picked up his eponymous (US) debut [[ASIN:B001UW58WW David Garrett]]. However, I felt that the North American version, which was cobbled together from 2007's ""Virtuoso"" and 2008's ""Encore,"" was a tad short. I went searching for other Garrett recordings only to discover that they're only available as super-expensive imports. After comparing tracklistings on Free, Virtuoso and Encore, I decided on the version of Virtuoso that has Pachelbel's Canon in D (the other pressing does not). Many of the tracks are also on ""David Garrett"" (Carmen, Nothing Else Matters, Csardas, Duelling Banjos), but there are other superb additions such as Morricone's ""La Califfa,"" Paganini's Rhapsody (best known from Andrew Lloyd Webber's divine [[ASIN:B000002PBV Variations]]), Bernstein's ""Somewhere,"" Rimsky-Korsakov's ""Flight of the Bumblebee"" (for which David set a Guinness World Record for fastest performance on live TV at 66 seconds, or 13 notes per second), Secret Garden's ""You Raise Me Up"" (check out the stunning original by Irish singer Brian Kennedy, NOT Josh Groban, on [[ASIN:B001NTUELW You Raise Me Up]]), and three original compositions, ""Serenade,"" ""Toccata,"" and ""Eliza's Song.""<br /><br />Opening with La Califfa (of which Sarah Brightman did a stunning cover of on [[ASIN:B00004UDNP La Luna]]), there is much more of a classical crossover vibe on Virtuoso rather than a rock feel per the North American update (which featured AC/DC, Metallica, Queen and Michael Jackson). The next four tracks are the same versions on ""David Garrett""; Csardas is particularly good and brings to mind Brahms' Hungarian Dance Number 5 (the bonus track is a chillout version of Csardas that's got a Nuevo Flamenco vibe in the last third of the song). ""Pachelbel's Canon"" is a pleasing update on this Baroque gem that manages to be traditional and modern at the same time; the intro stays fairly close to the score, then David gently and deftly takes the song into new directions (if you like [[ASIN:B001235DTW Christmas Canon]], you'll love David's cover or vice versa).<br /><br />""Paganini's Rhapsody"" was an interesting experiment. I grew up listening to Julian Lloyd Webber's version of [[ASIN:B000V9G0PO Variations - Variations I-IV]] and it was a treat to hear this on violin (David's full version, recorded when he was a teenager, is available at [[ASIN:B0000012Z7 Paganini: Caprices]]). Again, David sticks to the score for the first few measures, then branches out. There's some interesting use of acoustic guitar providing a forceful strummed bassline and percussion (tambourine, xylophone, bells). This one is technically challenging and gorgeous; it almost sounds like the score to Danny Elfman's [[ASIN:B000IFRQHC Tim Burton's The Nightmare Before Christmas]] in places.<br /><br />""The Flight of the Bumblebee"" is also played at breakneck speed (1:20), showcasing David's technical prowess at super-fast fingering yet maintaining clarity of tone. The original tracks ""Serenade"" and ""Eliza's Song"" are soft and romantic in a bittersweet way (according to the liner notes, ""Serenade"" was inspired by unrequited love on David's part). The hard-rocking ""Toccata"" sounds like Bach on Red Bull with an espresso chaser. This one must be impressive in concert...I can picture strobe lights flashing to the driving melody and electric guitar riffs. ""You Raise Me Up"" takes Virtuoso back into calmer waters (I would LOVE to hear David record/perform this with Brian Kennedy on vocals...that would be a dream team), finishing up with ""Eliza's Song."" The bonus mix of Csardas is almost identical to the album version except for the last minute or so.<br /><br />So is ""Virtuoso"" worth the hefty import price? After all, it costs many times more than David's North American debut. For me, I found ""Virtuoso"" to be more rewarding as I appreciated the classical covers more. The tracks seemed stronger overall, and I really enjoyed ""Canon,"" ""Paganini's Rhapsody,"" and ""Flight of the Bumblebee."" If you're a rock fan, you'll likely find [[ASIN:B001UW58WW David Garrett]] more rewarding, as it features covers of Michael Jackson's ""Smooth Criminal,"" AC/DC's ""Thunderstruck,"" the ""Pirates of the Caribbean"" theme, and Queen's ""Who Wants to Live Forever?"" At any rate, David is an immensely talented violinist and composer who deserves to be heard.",[],B0010NX274,B0010NX274,AFW2PDT3AMT4X3PYQG7FJZH5FXFA,2009-08-04 01:44:09.000,93,False,CDs_and_Vinyl,1779,5020,0.5577466835865666
4.0,Electrifying blend of classical and modern,"Wunderkind David Garrett grew up in Aachen, Germany and studied violin under Ida Haendel and Itzhak Perlman before graduating from Juilliard in 2004. As a child prodigy, he was subjected to a grueling rehearsal schedule of classical repertoire (he injured his back and shoulders recording [[ASIN:B0000012Z7 Paganini: Caprices]] as a teen), but the freedom of NYC (including the huge music library at Juilliard and various clubs) opened up a new world of musical possibilities. David supplemented his income by modeling for print magazines like Vogue and Fashion Week for Armani while at Juilliard; his striking looks and broad crossover appeal have earned him the nickname ""the David Beckham of classical music."" Garrett's response?  ""He kind of drew a new audience to football, OK mostly female, but that's not a bad thing. I think that's why people actually say that because they know I really try very hard to get new audiences for classical music.""<br /><br />I first heard of David Garrett in a Barnes and Noble and was hooked. After watching numerous clips and interviews (both German and English) on YouTube, I was blown away by his utter confidence and poise. You can see at once that this is someone who truly loves music and his instrument (he plays both a 1717 Stradivarius and a 1772 Guadagnini, which he badly damaged after falling on it); just like growing up bilingually with a German father and American mother, he's equally at home as ambassador of classical and pop.<br /><br />""David Garrett"" is actually David's fourth solo album for Decca after [[ASIN:B000NJWSE4 Free]], [[ASIN:B0010NX274 Virtuoso]], and Encore, and most of the tracks are pulled from these three albums (I would have liked to see the inclusion of ""Claire de Lune"" from Encore). The themes run the gamut from Baroque (Vivaldi's ""Summer"" from the Four Seasons, Bach's ""Air"") to Romantic (Bizet's ""Carmen Fantasie""), a dash of Italian Gypsy, modern rock (Metallica, Queen, AC/DC, Michael Jackson), film scores (Zorba the Greek, Pirates of the Caribbean), and original works (""Chelsea Girl,"" ""Rock Prelude""). The album opens with a high-octane rendition of Vivaldi that might bring to mind Vanessa-Mae or perhaps the eccentric Nigel Kennedy, but David makes this all his own, and at breakneck speed.<br /><br />My favorites are the uptempo tracks, particularly the ""He's a Pirate"" theme from Pirates of the Caribbean. This Hans Zimmer gem is a cross between sweeping score reminiscent of the Chieftains' score for TNT's ""Treasure Island"" with the stately delicacy of a bourrée. The xylophone echoes the violin, accented by triangle and harp. The intense ""Smooth Criminal"" opens with tympani mimicking a heartbeat...chilling and effective. David's aggressive bowing in the first part slides into a near-human wail as he duets with the electric guitar, then returns to the staccato melody. Queen and AC/DC are given similarly effective treatment. Bill Withers' ""Ain't No Sunshine"" also translates well to the violin medium, buoyed by the assertive piano bassline. I loved the rollicking ""Zorba's Dance"" but was a little underwhelmed by ""Dueling Strings"" (I just can't distance the song from [[ASIN:B000RTB0R6 Deliverance (Deluxe Edition)]]).<br /><br />Overall, this is a fun, flashy album that showcases David's immense technical talent and will hopefully attract younger listeners to classical repertoire. Purists will likely not be impressed, but for casual listeners, this is a catchy album that does justice to familiar tunes (hey, if it gets today's youth interested in Bach and Vivaldi, that's a good thing). Be sure to check out David's charismatic live performance of these songs on [[ASIN:B002D19EFG David Garrett: Live In Berlin]].",[],B001UW58WW,B001UW58WW,AFW2PDT3AMT4X3PYQG7FJZH5FXFA,2009-07-29 00:10:03.000,77,False,CDs_and_Vinyl,1779,5457,-0.34107119652721657
